date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:36:02	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2023%20Sep%202024%2019:23:14%20GMT	https://seupagamento-oficial.site/ajax/libs/font-awesome/5.15.3/webfonts/fa-regular-400-1.eot	C:/Meus%20Sites/correrio/seupagamento-oficial.site/ajax/libs/font-awesome/5.15.3/webfonts/fa-regular-400-1.eot	(from https://seupagamento-oficial.site/ajax/libs/font-awesome/5.15.3/css/all.min.css)
13:36:02	13276/13276	---M--	200	added ('OK')	font/woff2	date:Mon,%2023%20Sep%202024%2019:23:14%20GMT	https://seupagamento-oficial.site/ajax/libs/font-awesome/5.15.3/webfonts/fa-regular-400.woff2	C:/Meus%20Sites/correrio/seupagamento-oficial.site/ajax/libs/font-awesome/5.15.3/webfonts/fa-regular-400.woff2	(from https://seupagamento-oficial.site/ajax/libs/font-awesome/5.15.3/css/all.min.css)
13:36:02	16276/16276	---M--	200	added ('OK')	font/woff	date:Mon,%2023%20Sep%202024%2019:23:14%20GMT	https://seupagamento-oficial.site/ajax/libs/font-awesome/5.15.3/webfonts/fa-regular-400.woff	C:/Meus%20Sites/correrio/seupagamento-oficial.site/ajax/libs/font-awesome/5.15.3/webfonts/fa-regular-400.woff	(from https://seupagamento-oficial.site/ajax/libs/font-awesome/5.15.3/css/all.min.css)
13:36:02	33736/33736	---M--	200	added ('OK')	font/ttf	date:Mon,%2023%20Sep%202024%2019:23:14%20GMT	https://seupagamento-oficial.site/ajax/libs/font-awesome/5.15.3/webfonts/fa-regular-400.ttf	C:/Meus%20Sites/correrio/seupagamento-oficial.site/ajax/libs/font-awesome/5.15.3/webfonts/fa-regular-400.ttf	(from https://seupagamento-oficial.site/ajax/libs/font-awesome/5.15.3/css/all.min.css)
13:36:02	144714/144714	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2023%20Sep%202024%2019:23:14%20GMT	https://seupagamento-oficial.site/ajax/libs/font-awesome/5.15.3/webfonts/fa-regular-400.svg	C:/Meus%20Sites/correrio/seupagamento-oficial.site/ajax/libs/font-awesome/5.15.3/webfonts/fa-regular-400.svg	(from https://seupagamento-oficial.site/ajax/libs/font-awesome/5.15.3/css/all.min.css)
13:36:03	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2023%20Sep%202024%2019:23:14%20GMT	https://seupagamento-oficial.site/ajax/libs/font-awesome/5.15.3/webfonts/fa-solid-900.eot	C:/Meus%20Sites/correrio/seupagamento-oficial.site/ajax/libs/font-awesome/5.15.3/webfonts/fa-solid-900.eot	(from https://seupagamento-oficial.site/ajax/libs/font-awesome/5.15.3/css/all.min.css)
13:36:03	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2023%20Sep%202024%2019:23:14%20GMT	https://seupagamento-oficial.site/ajax/libs/font-awesome/5.15.3/webfonts/fa-solid-900-1.eot	C:/Meus%20Sites/correrio/seupagamento-oficial.site/ajax/libs/font-awesome/5.15.3/webfonts/fa-solid-900-1.eot	(from https://seupagamento-oficial.site/ajax/libs/font-awesome/5.15.3/css/all.min.css)
13:36:03	78196/78196	---M--	200	added ('OK')	font/woff2	date:Mon,%2023%20Sep%202024%2019:23:14%20GMT	https://seupagamento-oficial.site/ajax/libs/font-awesome/5.15.3/webfonts/fa-solid-900.woff2	C:/Meus%20Sites/correrio/seupagamento-oficial.site/ajax/libs/font-awesome/5.15.3/webfonts/fa-solid-900.woff2	(from https://seupagamento-oficial.site/ajax/libs/font-awesome/5.15.3/css/all.min.css)
13:36:03	101652/101652	---M--	200	added ('OK')	font/woff	date:Mon,%2023%20Sep%202024%2019:23:14%20GMT	https://seupagamento-oficial.site/ajax/libs/font-awesome/5.15.3/webfonts/fa-solid-900.woff	C:/Meus%20Sites/correrio/seupagamento-oficial.site/ajax/libs/font-awesome/5.15.3/webfonts/fa-solid-900.woff	(from https://seupagamento-oficial.site/ajax/libs/font-awesome/5.15.3/css/all.min.css)
13:36:04	202744/202744	---M--	200	added ('OK')	font/ttf	date:Mon,%2023%20Sep%202024%2019:23:14%20GMT	https://seupagamento-oficial.site/ajax/libs/font-awesome/5.15.3/webfonts/fa-solid-900.ttf	C:/Meus%20Sites/correrio/seupagamento-oficial.site/ajax/libs/font-awesome/5.15.3/webfonts/fa-solid-900.ttf	(from https://seupagamento-oficial.site/ajax/libs/font-awesome/5.15.3/css/all.min.css)
13:36:04	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:04%20GMT	https://seupagamento-oficial.site/resultado/img/css2	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/img/css2	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:04	918991/918991	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2023%20Sep%202024%2019:23:14%20GMT	https://seupagamento-oficial.site/ajax/libs/font-awesome/5.15.3/webfonts/fa-solid-900.svg	C:/Meus%20Sites/correrio/seupagamento-oficial.site/ajax/libs/font-awesome/5.15.3/webfonts/fa-solid-900.svg	(from https://seupagamento-oficial.site/ajax/libs/font-awesome/5.15.3/css/all.min.css)
13:36:04	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:04%20GMT	https://seupagamento-oficial.site/resultado/img/v2	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/img/v2	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:05	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:05%20GMT	https://seupagamento-oficial.site/resultado/img/tc.js	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/img/tc.js	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:05	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:05%20GMT	https://seupagamento-oficial.site/resultado/img/saved_resource	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/img/saved_resource	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:05	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:05%20GMT	https://seupagamento-oficial.site/resultado/img/saved_resource(1)	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/img/saved_resource(1)	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:05	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:05%20GMT	https://seupagamento-oficial.site/resultado/img/ruxitagentjs_ICA27NVfgqrux_10281231207105659.js.download	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/img/ruxitagentjs_ICA27NVfgqrux_10281231207105659.js.download	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:05	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:05%20GMT	https://seupagamento-oficial.site/resultado/img/animate.min.css	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/img/animate.min.css	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:06	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:06%20GMT	https://seupagamento-oficial.site/resultado/img/font-awesome.min.css	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/img/font-awesome.min.css	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:06	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:06%20GMT	https://seupagamento-oficial.site/resultado/img/bootstrap.min.css	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/img/bootstrap.min.css	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:06	774/774	---M--	200	added ('OK')	text/css	etag:%22306-621357862fb40%22	https://rastreamento.correios.com.br/static/css/reset.min.css?v3.42	C:/Meus%20Sites/correrio/rastreamento.correios.com.br/static/css/reset.min9e40.css	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:06	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:06%20GMT	https://seupagamento-oficial.site/resultado/img/favi-ect.png	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/img/favi-ect.png	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:07	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:07%20GMT	https://seupagamento-oficial.site/resultado/img/bunker.css	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/img/bunker.css	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:07	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:07%20GMT	https://seupagamento-oficial.site/resultado/img/global.css	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/img/global.css	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:07	3906/3906	---M--	200	added ('OK')	text/css	etag:%22f42-621357862fb40%22	https://rastreamento.correios.com.br/core/templates/bunker/css/bunker.css?v3.42	C:/Meus%20Sites/correrio/rastreamento.correios.com.br/core/templates/bunker/css/bunker9e40.css	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:08	89501/89501	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15d9d%22	https://code.jquery.com/jquery-3.6.0.min.js	C:/Meus%20Sites/correrio/code.jquery.com/jquery-3.6.0.min.js	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:08	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:08%20GMT	https://seupagamento-oficial.site/resultado/img/font-awesome.min.css'_%20%20%20%20_link%20rel=	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/img/font-awesome.min.css'_%20%20%20%20_link%20rel=	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:08	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:08%20GMT	https://seupagamento-oficial.site/resultado/img/rastroMulti.css	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/img/rastroMulti.css	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:08	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:08%20GMT	https://seupagamento-oficial.site/resultado/img/contrast.css	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/img/contrast.css	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:08	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:09%20GMT	https://seupagamento-oficial.site/resultado/img/index.css	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/img/index.css	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:09	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:09%20GMT	https://seupagamento-oficial.site/resultado/index.css?v3.42	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/index9e40.css	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:09	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:09%20GMT	https://seupagamento-oficial.site/resultado/img/style.css	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/img/style.css	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:09	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:09%20GMT	https://seupagamento-oficial.site/resultado/img/saved_resource(2)	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/img/saved_resource(2)	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:09	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:09%20GMT	https://seupagamento-oficial.site/resultado/img/c.js.download	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/img/c.js.download	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:10	20093/20093	---M--	200	added ('OK')	image/png	date:Mon,%2023%20Sep%202024%2019:23:14%20GMT	https://seupagamento-oficial.site/resultado/img/correios-sf.png	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/img/correios-sf.png	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:10	994/994	---M--	200	added ('OK')	image/png	date:Mon,%2023%20Sep%202024%2019:23:14%20GMT	https://seupagamento-oficial.site/resultado/img/agencia-cor.png	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/img/agencia-cor.png	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:10	8611/8611	---M--	200	added ('OK')	image/png	date:Mon,%2023%20Sep%202024%2019:23:14%20GMT	https://seupagamento-oficial.site/resultado/img/brazil.png	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/img/brazil.png	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:10	1418/1418	---M--	200	added ('OK')	image/png	date:Mon,%2023%20Sep%202024%2019:23:14%20GMT	https://seupagamento-oficial.site/resultado/img/caminhao-cor.png	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/img/caminhao-cor.png	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:10	54662/54662	---M--	200	added ('OK')	image/webp	date:Mon,%2023%20Sep%202024%2019:23:14%20GMT	https://seupagamento-oficial.site/resultado/img/imgg.webp	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/img/imgg.webp	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:11	14709/14709	---M--	200	added ('OK')	image/png	date:Mon,%2023%20Sep%202024%2019:23:14%20GMT	https://seupagamento-oficial.site/resultado/img/monitor.png	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/img/monitor.png	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:11	484/484	---M--	200	added ('OK')	image/png	date:Mon,%2023%20Sep%202024%2019:23:14%20GMT	https://seupagamento-oficial.site/resultado/img/duvida.png	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/img/duvida.png	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:11	422/422	---M--	200	added ('OK')	image/png	date:Mon,%2023%20Sep%202024%2019:23:14%20GMT	https://seupagamento-oficial.site/resultado/img/negocios.png	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/img/negocios.png	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:11	667/667	---M--	200	added ('OK')	image/png	date:Mon,%2023%20Sep%202024%2019:23:14%20GMT	https://seupagamento-oficial.site/resultado/img/headset.png	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/img/headset.png	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:12	416/416	---M--	200	added ('OK')	image/png	date:Mon,%2023%20Sep%202024%2019:23:14%20GMT	https://seupagamento-oficial.site/resultado/img/ouvidoria.png	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/img/ouvidoria.png	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:12	545/545	---M--	200	added ('OK')	image/png	date:Mon,%2023%20Sep%202024%2019:23:14%20GMT	https://seupagamento-oficial.site/resultado/img/denuncia.png	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/img/denuncia.png	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:12	669/669	---M--	200	added ('OK')	image/png	date:Mon,%2023%20Sep%202024%2019:23:14%20GMT	https://seupagamento-oficial.site/resultado/img/identidade.png	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/img/identidade.png	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:12	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:12%20GMT	https://seupagamento-oficial.site/resultado/img/educa%c3%a7%c3%a3o.png	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/img/educa%c3%a7%c3%a3o.png	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:13	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:12%20GMT	https://seupagamento-oficial.site/resultado/img/c%c3%b3digo%20%c3%a9tica.png	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/img/c%c3%b3digo%20%c3%a9tica.png	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:13	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:13%20GMT	https://seupagamento-oficial.site/resultado/img/Transpar%c3%aancia.png	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/img/Transpar%c3%aancia.png	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:13	725/725	---M--	200	added ('OK')	image/png	date:Mon,%2023%20Sep%202024%2019:23:14%20GMT	https://seupagamento-oficial.site/resultado/img/cadeado.png	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/img/cadeado.png	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:13	726/726	---M--	200	added ('OK')	image/png	date:Mon,%2023%20Sep%202024%2019:23:14%20GMT	https://seupagamento-oficial.site/resultado/img/loja%20correios.png	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/img/loja%20correios.png	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:14	623865/623865	---M-Z	200	added ('OK')	text/css	date:Mon,%2023%20Sep%202024%2019:23:14%20GMT	https://seupagamento-oficial.site/resultado/style.css	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/style.css	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:14	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:14%20GMT	https://seupagamento-oficial.site/resultado/img/two.js.download	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/img/two.js.download	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:14	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:14%20GMT	https://seupagamento-oficial.site/resultado/img/saved_resource(3)	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/img/saved_resource(3)	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:14	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202024%2016:36:14%20GMT	https://seupagamento-oficial.site/resultado/img/saved_resource.html	C:/Meus%20Sites/correrio/seupagamento-oficial.site/resultado/img/saved_resource-2.html	(from https://seupagamento-oficial.site/resultado/index.html)
13:36:16	1147/1147	---M--	200	added ('OK')	text/css	etag:%2247b-621357862fb40%22	https://rastreamento.correios.com.br/core/templates/bunker/css/cores.css	C:/Meus%20Sites/correrio/rastreamento.correios.com.br/core/templates/bunker/css/cores.css	(from https://rastreamento.correios.com.br/core/templates/bunker/css/bunker.css?v3.42)
13:36:16	9539/9539	---M--	200	added ('OK')	text/css	etag:%222543-621357862fb40%22	https://rastreamento.correios.com.br/core/templates/bunker/css/menu.css?2	C:/Meus%20Sites/correrio/rastreamento.correios.com.br/core/templates/bunker/css/menuc81e.css	(from https://rastreamento.correios.com.br/core/templates/bunker/css/bunker.css?v3.42)
13:36:17	2777/2777	---M--	200	added ('OK')	text/css	etag:%22ad9-621357862fb40%22	https://rastreamento.correios.com.br/core/templates/bunker/css/acessibilidade.css?2	C:/Meus%20Sites/correrio/rastreamento.correios.com.br/core/templates/bunker/css/acessibilidadec81e.css	(from https://rastreamento.correios.com.br/core/templates/bunker/css/bunker.css?v3.42)
13:36:17	2708/2708	---M--	200	added ('OK')	text/css	etag:%22a94-621357862fb40%22	https://rastreamento.correios.com.br/core/templates/bunker/css/footer.css?2	C:/Meus%20Sites/correrio/rastreamento.correios.com.br/core/templates/bunker/css/footerc81e.css	(from https://rastreamento.correios.com.br/core/templates/bunker/css/bunker.css?v3.42)
13:36:17	5019/5019	---M--	200	added ('OK')	text/css	etag:%22139b-621357862fb40%22	https://rastreamento.correios.com.br/core/templates/bunker/css/forms.css?2	C:/Meus%20Sites/correrio/rastreamento.correios.com.br/core/templates/bunker/css/formsc81e.css	(from https://rastreamento.correios.com.br/core/templates/bunker/css/bunker.css?v3.42)
13:36:17	7891/7891	---M--	200	added ('OK')	text/css	etag:%221ed3-621357862fb40%22	https://rastreamento.correios.com.br/core/templates/bunker/css/botoes.css?2	C:/Meus%20Sites/correrio/rastreamento.correios.com.br/core/templates/bunker/css/botoesc81e.css	(from https://rastreamento.correios.com.br/core/templates/bunker/css/bunker.css?v3.42)
13:36:18	1181/1181	---M--	200	added ('OK')	text/css	etag:%2249d-621357862fb40%22	https://rastreamento.correios.com.br/core/templates/bunker/css/modal.css?2	C:/Meus%20Sites/correrio/rastreamento.correios.com.br/core/templates/bunker/css/modalc81e.css	(from https://rastreamento.correios.com.br/core/templates/bunker/css/bunker.css?v3.42)
13:36:18	1404/1404	---M--	200	added ('OK')	text/css	etag:%2257c-621357862fb40%22	https://rastreamento.correios.com.br/core/templates/bunker/css/alerta.css?2	C:/Meus%20Sites/correrio/rastreamento.correios.com.br/core/templates/bunker/css/alertac81e.css	(from https://rastreamento.correios.com.br/core/templates/bunker/css/bunker.css?v3.42)
13:36:18	968/968	---M--	200	added ('OK')	text/css	etag:%223c8-621357862fb40%22	https://rastreamento.correios.com.br/core/templates/bunker/css/tabs-antonio.css	C:/Meus%20Sites/correrio/rastreamento.correios.com.br/core/templates/bunker/css/tabs-antonio.css	(from https://rastreamento.correios.com.br/core/templates/bunker/css/bunker.css?v3.42)
13:36:18	4703/4703	---M--	200	added ('OK')	text/css	etag:%22125f-621357862fb40%22	https://rastreamento.correios.com.br/core/templates/bunker/css/tabelas.css?2	C:/Meus%20Sites/correrio/rastreamento.correios.com.br/core/templates/bunker/css/tabelasc81e.css	(from https://rastreamento.correios.com.br/core/templates/bunker/css/bunker.css?v3.42)
13:36:19	1026/1026	---M--	200	added ('OK')	text/css	etag:%22402-621357862fb40%22	https://rastreamento.correios.com.br/core/templates/bunker/css/tabelas-bunker.css	C:/Meus%20Sites/correrio/rastreamento.correios.com.br/core/templates/bunker/css/tabelas-bunker.css	(from https://rastreamento.correios.com.br/core/templates/bunker/css/bunker.css?v3.42)
